emo_detail;manufacture;serial_number;type;power_rate;power_unit;voltage;current_nominal;frequency;pole;rpm;bearing_de;bearing_nde;frame_type;shaft_diameter;phase_supply;cos_phi;efficiency;ip_rating;insulation_class;duty;connection_type;nipple_grease;greasing_type;greasing_qty_de;greasing_qty_nde;length;width;height;weight;cooling_fan;mounting
EMO003637;Marathon;320003291050J;AK;55;kW ;380;111;50;8;740;NU319;6319;315;;3;0,81;;55;F;S1 ;Delta;Available;;;;;;315;;Internal;Horizontal
EMO000664;ABB;3329661;M2BA;75;kW ;380;140;50;4;1485;6316;6316;280;;3;0,87;;55;F;S1 ;Delta;Available;;;;;;280;;Internal;Horizontal
EMO003898;ABB;044701067 5493;M3BP;160;kW;380;310;50;8;743;6322;6316;355SM;;3;0,82;;55;F;S1;Delta;Available;;;;510;510;355;;Internal;Horizontal
MGM000697;TungLee;;IK;0,37;kW ;380;0,9;50;4;1420;6304;6303;71M;;3;;;55;F;S1;STAR;Not Available;;;;;;71;;Internal;Vertical
EMO003633;Marathon;3200002910701J;HK;75;kW ;380;151;50;8;740;NU319;6319;315;;3;0,81;;55;F;S1 ;Delta;Available;;;;;;315;;Internal;Horizontal
EMO001220;TECO;D074210-1;AECT-PA001;500;kW ;3000;114;50;4;1482;6322;NU220;450A;;3;;;;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO002078;TECO;D2B127-3;AEJT;400;kW ;3000;86;50;4;1485;NU224;6322;450AB;;3;;;55;F;;Delta;Available;;;;980;720;450;;Internal;Horizontal
EMO003610;BAUER;39527;CFG;0.025-0.1;kW ;380;0.4-1.6;50;2;2660-650;;;;;3;;;;;;;Not Available;;;;;;;;;Vertical
EMO003808;TECO;;AEEBKB;0,75;kW;380;1,92;50;4;1405;6204;6204;90L;;3;;;55;F;;Delta;Not Available;;;;;;90;;Internal;Horizontal
EMO000385;TECO;D063217-1;AECT-PA001;500;kW ;3000;114;50;4;1482;NU;6322;450A;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO002124;ABB;;MT80;0,75;kW ;380;2,1;50;4;1410;;;80B;;3;0,72;;55;F;;Star;Not Available;;;;;;;;Internal;Vertical
EMO002127;ABB;MT80B19F1656;MT80B19F1656;0,55;kW ;380;1,8;50;6;960;;;80B;;3;;;55;F;;Star;Not Available;;;;;;;;Internal;Vertical
EMO000478;ABB;MK171006;MBT;18,5;kW;380;39;50;4;1470;--;--;180;;3;;;55;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO002073;ABB;3232536;M2BA;55;kW;380;105;50;6;986;6316;6316;280;;3;0,83;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO002132;TECO;H410B308;AEEB;7,5;kW ;380;14,1;50;4;1450;6308;6308;132M;;3;;;55;F;;Delta;Available;;;;;;132;;Internal;Vertical
EMO003020;ABB;3182453;HXR;160;kW;380;323;50;6;740;6322;6319;;;3;0,8;;55;F;;Delta;Available;;;;;;;;Internal;Vertical
EMO003401;YASKAWA;00 627;90L;0,75;kW ;380;2,25;50;6;965;;;90L;;3;;;;;;;Not Available;;;;;;90;;Internal;Horizontal
EMO002071;ABB;3193591;HXR;132;kW ;380;250;50;6;988;6319;6316;315L;;3;0,85;;55;F;S1 ;Delta;Available;;;;510;510;315;;Internal;Horizontal
EMO000066;TECO;;AEEBCB;55;kW ;380;105;50;4;1470;;;250SC;70;3;;;;;;Delta;Available;;;;311;406;250;;Internal;Horizontal
EMO003199;TECO;H7099403099;AEEBKB;75;kW ;380;129;50;4;1480;6316;6213;250MC;70;3;;;55;F;;Delta;Available;;;;311;406;250;;Internal;Horizontal
EMO003563;TECO;;AEEB;1,5;kW ;380;3,56;50;4;1400;6205;6205;90L;;3;;;55;F;;Star;Not Available;;;;;;90;;Internal;Horizontal
EMO002072;TECO;D2B126-1;AEAT-TP001;500;kW;3000;114;50;4;1480;NU220;6320;450A;;3;;;55;F;S1;Delta;Available;;;;;;;;Internal;Horizontal
EMO003807;FLENDER;BU-26796715;K10;30;kW ;380;60;50;4;1470;;;;;3;;;;;;;Not Available;;;;;;;;Internal;Vertical
EMO003338;;;Motor di dalam tank;;;;;50;;;;;;;;;;;;;;;;;;;;;;;Horizontal
EMO000841;GRUNDFOS;85U15510;MG;3;kW ;380;6,3;50;2;2900;6306;6205;100L;;3;0,87;87,10%;;;S1 ;Delta;Not Available;;;;;;100;;Internal;Vertical
EMO002647;GRUNDFOS;85U1551031;MG;3;kW ;380;6,3;50;2;2900;6306;6205;100L;;3;0,87;87,10%;;;S1 ;Delta;Not Available;;;;;;100;;Internal;Vertical
EMO003913;SIEMENS;;ILE0001/2;45;kW ;380;84,4;50;2;2985;;;;;3;0,88;95,00%;;;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000838;TECO;P9527551;AEEB;110;kW ;380;205;50;4;1480;NU218;6214;280M;;3;;;55;F;;Star;Available;;;;;;280;;Internal;Horizontal
EMO000837;SIEMENS;083498001-IMB3;ILC;90;kW ;380;157;50;2;2975;;;280M;;3;0,89;;55;F;;Delta;Available;;;;;;280;;Internal;Horizontal
EMO003122;ABB;31980333428SM;HXR;90;kW ;380;162;50;2;2965;6316;6315;280S;65;3;0,9;;55;F;S1 ;Delta;Available;;;;418;457;280;;Internal;Horizontal
MGM000698;SUMITOMO;;V71M/4;0,4;kW;380;1,23;50;4;1420;;;71M;;3;0,69;;55;F;S1;STAR;Not Available;;;;;;71;;Internal;Vertical
EMO000835;SIEMENS;0580183901IMB3;ELC;132;kW ;380;225;50;2;2982;;;315M;;3;0,9;;55;F;;Delta;Available;;;;;;315;;Internal;Horizontal
EMO003190;TECO;C81033-2;AEEB;132;kW ;380;239;50;2;2955;6314;6314;315S;;3;;;55;F;;Delta;Available;;;;;;315;;Internal;Horizontal
EMO002988;SUMITOMO;Salved;CNVM01;0,1;kW;380;0,35;50;4;1400;;;63S;;3;;;44;E;S1;Star;Not Available;;;;;;63;;;Vertical
EMO000260;TECO;H7116109002;AEEBKB;30;kW ;380;55,4;50;2;2960;6312;6212;200LA;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000062;TECO;H7716109008;AECT;30;kW ;380;55,4;50;2;2960;6312;6312;200LA;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO003458;RELIANCE;07KL438025-ZW;L3698Z;150;kW ;460;240;;;1175;95BC02J30X;80BC02J30X;L3698Z;;3;;;;F;S1;;Available;;;;;;;;Internal;Horizontal
EMO002076;ABB;32854326266 XM;M2BA;160;KW;380;315;50;8;741;6322;6319;355SM;100;3;;;55;F;;Delta;Available;;;;;;355;;Internal;Horizontal
EMO000823;TECO;D57310-2;AECT;410;kW ;3000;96,1;50;6;984;NU 324;6322;450A;110;3;;;55;F;;Delta;Available;;;;900;920;450;;Internal;Horizontal
EMO000822;ABB;;HXR;250;kW;3300;56;50;6;989;6322;6319;355L;100;3;;;55;F;;Delta;Available;;;;630;610;355;;Internal;Horizontal
EMO000821;ABB;;HXR;250;kW;3300;56;50;6;989;6322;6319;355L;100;3;;;55;F;;Delta;Available;;;;630;610;355;;Internal;Horizontal
EMO000820;ABB;;HXR;250;kW;3300;56;50;6;989;6322;6319;355L;100;3;;;55;F;;Delta;Available;;;;630;610;355;;Internal;Horizontal
EMO000819;ASGEN;54316;CRT560;184;kW ;3000;48;50;12;495;;;560;100;3;;;;;;Delta;Available;;;;1230;750;400;;Internal;Horizontal
EMO000818;ASGEN;54318;CRT560;184;kW ;3000;48;50;12;495;;;560A;100;3;;;;;;Delta;Available;;;;1230;750;400;;Internal;Horizontal
EMO000817;ABB;56898;HXR;250;kW ;3000;62;50;6;989;6322;6319;355;140;3;0,85;;55;F;S1 ;Delta;Available;;;;630;610;355;;Internal;Horizontal
EMO000816;ASGEN;54137;CRT560;184;kW ;3000;48;50;12;495;;;560A;100;3;;;;;;Delta;Available;;;;1230;750;400;;Internal;Horizontal
EMO000815;TECO;63140;AEJK;200;kW ;3000;61,7;50;6;985;NU 220;6322;355CB;95;3;;;55;F;;Delta;Available;;;;900;610;355;;Internal;Horizontal
EMO000814;TECO;D74382-2;AECT;410;kW ;3000;97;50;6;985;NU 324;6322;450A;110;3;;;55;F;;Delta;Available;;;;900;920;450;;Internal;Horizontal
EMO003968;TECO;;AEEBKB;75;kW;380;129;50;4;1475;6316;6213;250MC;;3;;;55;F;S1;Delta;Available;;;;;;;;Internal;Horizontal
EMO003754;MARATHON;32000044720101J;HJN1;90;kW;380;160;50;2;2970;6314;6314;280M-2;;3;0,91;94,10%;;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO004946;ABB;;MBT;11;kW ;380;22,3;50;4;1455;;;160M;;3;0,81;;55;F;S1 ;Delta;Available;;;;;;;;Internal;Horizontal
EMO000811;ABB;;MBT;15;kW;380;30;50;4;1475;6209;6209;160L;42;3;;;;;;Delta;Not Available;;;;254;254;160;;Internal;Horizontal
EMO000706;ABB;;QU;18,5;kW ;380;37;50;4;1460;;;180M;48;3;;;55;F;S1 ;Delta;Not Available;;;;241;279;180;;Internal;Horizontal
EMO003134;ABB;02712224 10002;M3BP;55;kW ;380;103;50;4;1475;6315;6313;250SM;;3;0,86;;55;F;S1 ;Delta;Available;;;;;;;;Internal;Horizontal
EMO001835;HUADA;;Y2;4;kW;380;8,6;50;4;1435;;;112M;;3;;;55;F;S1;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO001005;Gardner Denver;BN-18372528-004;G-BH12BH1500;2,2;kW;380;5,6;50;2;2870;;;;;3;;;55;F;;Star;Not Available;;;;;;;;Internal;Vertical
EMO000860;Gardner Denver;BN-10087371-009;G-BH12BH1500;2,2;kW;380;5,6;50;2;2870;;;;;3;;;55;F;;Star;Not Available;;;;;;;;Internal;Vertical
EMO000805;Elec-Trudrive;BB042362;D200L;30;kW;380;64;50;2;2945;6313;6312;200L;55;3;;;;;;Delta;Available;;;;305;318;200;;Internal;V/H
EMO002075;ABB;;MBT;15;kW ;380;30;50;4;1460;6209;6209;160L;;3;;;55;F;;Delta;Not Available;;;;;;160;;Internal;Horizontal
EMO000278;TECO;MN40472-2;AEEB;125;HP;380;165;50;2;2950;6316;6314;280;65;3;;;55;F;;Delta;Available;;;;457;368;280;;Internal;Horizontal
EMO000802;Leroy Somer;;LS132;7,5;kW;380;16;50;4;1400;6308;6307;132M;38;3;;;;;;Delta;Not Available;;;;180;210;132;;Internal;Horizontal
EMO000801;Bharat Bijlee;;ILA3078;7,5;kW;380;16;50;4;1440;;;132M;38;3;;87,00%;55;F;;Delta;Not Available;;;;180;210;132;;Internal;Horizontal
EMO002894;TECO;;AEEBPA;55;kW ;380;105;50;4;1470;NU216;6213;250SC;70;3;;;55;F;;Delta;Available;;;;311;406;250;;Internal;Horizontal
EMO003303;ABB;;MBT;15;kW;380;33;50;6;970;;;180L;48;3;0,77;;55;F;;Delta;Not Available;;;;279;279;180;;Internal;Horizontal
EMO000525;TECO;9K60023;AEEBAC;20;HP;380;31,9;50;6;965;6311;6310;180L;48;3;;;55;F;;Delta;Not Available;;;;279;279;180;;Internal;Horizontal
EMO000799;ABB;9000760C05;M2BA;22;kW ;380;42;50;4;1455;6210;6210;180LC;;3;0,87;;55;F;S1 ;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000798;TECO;H6104524015;AEEBKB;25;HP;380;34,4;50;4;1450;6311;6310;180AC;;3;;;55;F;S1 ;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO003848;ABB;3440VM;HYA;4;kW ;380;8,7;50;4;1415;6307;6306;112M;;3;0,83;;55;F;S1 ;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000796;TECO;AEEBKB;;18,5;kW ;380;36,7;50;4;1460;6309;6307;160L;;3;;;55;F;S1 ;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000795;ABB;;MBT;15;kW ;380;30;50;4;1485;6209;6209;160;;3;;;;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000397;Stromberg;9274MP;HXUR;15;kW ;380;30;50;4;1450;6309;6309;160L;;3;;;54; ;S1 ;Delta;Not Available;;;;;;160;;Internal;Horizontal
EMO001617;TECO;P45130230156;AEEB;7,5;kW ;380;16,2;50;4;1450;6308;6306;132M;;3;;;55;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO003864;ABB;3GAA162002-ADA;M2AA;15;kW ;380;30;50;4;1445;6209;6209;160;;3;0,84;;55;F;;Delta;Not Available;;;;;;160;;Internal;Horizontal
EMO000350;;;;3,7;kW ;380;3,5;50;4;1440;6206;6206;112M;;3;;;55;F;;Delta;Not Available;;;;;;112;;;Vertical
EMO000398;ABB;;QU;7,5;kW ;380;16;50;4;1450;;;132M;;3;;;55;F;;Delta;Not Available;;;;;;132;;Internal;Horizontal
EMO003153;ABB;;MBT;22;kW ;380;44;50;4;1450;;;180L;;3;;;55;F;S1 ;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000792;TECO;MN-70180-1;AEEBWA;15;kW;380;31,9;50;6;965;6311;6310;180L;;3;;;55;F;;Delta;;;;;;;;;Internal;Horizontal
EMO003392;ABB;A406007035002;M2QA;2,2;kW;380;4,98;50;4;1430;6206;6206;100L;;3;;;55;F;;Delta;Not Available;;;;;;100;;Internal;Horizontal
EMO003393;ABB;A406007035008;M2QA;2,2;kW;380;4,98;50;4;1430;6206;6206;100L;;3;;;55;F;;Delta;Not Available;;;;;;100;;Internal;Horizontal
EMO003395;ASEA;6012385;;3,7;kW ;380;6,5;50;6;930;;;132S;;3;;;;;;;Not Available;;;;;;90;;Internal;Vertical
EMO003394;STROMBERG;265C3/2581DB;HXUR;4;kW ;380;7,2;50;6;950;6308;6307;;;3;;;;;S1 ;;Not Available;;;;;;;;Internal;Vertical
EMO000059;ABB;569778;M2BA;5,5;kW;380;11,5;50;4;1455;6208;6208;132M;;3;0,82;;55;F;S1;Delta;Not Available;;;;;;;;Internal;Vertical
EMO000052;ABB;3GP1110629075001;M3BA;37;kW;380;68;50;4;1479;6313;6212;225SM;;3;0,84;;55;F;S1;Delta;Not Available;;;;;;;;Internal;Vertical
EMO000049;ABB;3GP1110629074002;M3BA;22;kW;380;40,9;50;4;1475;6310;6209;180ML;;3;0,84;;55;F;S1;Delta;Not Available;;;;;;;;Internal;Vertical
EMO000044;ABB;3GP1110629074001;M3BA;22;kW;400;40,9;50;4;1475;6310;6209;180LC;;3;0,84;;55;F;S1;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000040;ABB;36P10012885;M3BP;75;kW;380;140;50;4;1482;6316;6316;280SM;;3;0,86;;55;F;S1;Delta;Available;;;;;;;;Internal;Horizontal
EMO000038;ABB;36P;M3BP;75;kW;380;140;50;4;1482;6316;6316;280SM;;3;0,86;;55;F;S1;Delta;Available;;;;;;;;Internal;Horizontal
EMO000791;ABB;000329;MBT ;5,5;kW;380;12,5;50;4;1470;;;132 M;;3;;;55;F;S1;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000790;ABB;000328;MBT;5,5;kW;380;12,5;50;4;1470;;;132 M;;3;;;55;F;S1 ;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000789;Toshiba;44003697;IKK;7,5;kW;380;15,4;50;6;960;6310;6208;160M;38;3;;;44;B;;;Not Available;;;;178;216;132;;Internal;Horizontal
EMO000788;Toshiba;44003698;IKK;7,5;kW;380;15,4;50;6;960;6310;6208;160M;38;3;;;44;B;;;Not Available;;;;178;216;132;;Internal;Horizontal
EMO003400;TECO;H6104524016;AEEBKB;18,5;kW ;380;34,4;50;4;1450;6311;6310;180M;;3;;;55;F;S1 ;Delta;Not Available;;;;;;180;;Internal;Horizontal
EMO003964;BROOK CROMTON;GX003662;WUDF 200 L;30;kW ;380;58;50;4;1470;6313;6313;200L;;3;0,85;;55;F;S1 ;Delta;Available;;;;;;200;;Internal;Horizontal
EMO003089;ABB;;HXUR;2,2;KW;380;5,3;50;4;1410;6306;6206;100L;;3;;;55;F;S1;Star;Not Available;;;;;;100;;Internal;Horizontal
EMO003340;TECO;;Dipasang ke FIN1;7,5;kW ;380;14,1;60;4;1480;;;132;;3;;;55;F;S1 ;Star;Not Available;;;;;;132;;Internal;Horizontal
EMO002524;STROMBERG;A8509MD;HXR;7,5;kW ;380;15;50;4;1440;6308;6307;;;3;;;55; ;S1 ;Delta;Available;;;;;;;;Internal;Vertical
EMO000783;ABB;;;7,5;kW ;380;16;50;4;1450;;;132M;38;3;0,85;;55;F;;Delta;Not Available;;;;178;216;132;;Internal;V/H
EMO000782;ABB;;;7,5;kW ;380;16;50;4;1450;;;132M;38;3;0,85;;55;F;;Delta;Not Available;;;;178;216;132;;Internal;V/H
EMO002893;TECO;907A008009;AEEBKB;125;HP;380;169;50;4;1470;6319;6318;280SC;;3;;;55;F;;Delta;Available;;;;;;280;;Internal;Horizontal
EMO002819;ABB;1034506F15;M2BA;11;kW;380;20;50;2;2905;6309;6309;160M;;3;0,91;;55;F;;Delta;Not Available;;;;;;160;;Internal;Horizontal
EMO000006;ABB;;MBT;11;kW;380;21;50;2;2930;6209;6209;160M;;3;;;55;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000781;TECO;7651380027;AEEB;37;kW ;380;71;50;2;2955;6312;6312;200LA;;3;;;55;F;;Delta;Available;;;;;;200;;Internal;Horizontal
EMO000780;ABB;3282382 1935WM;M2BA;55;kW ;380;103;50;4;1476;6315;6315;250SM;;3;0,87;;55;F;S1 ;Delta;Available;;;;;;;;Internal;Horizontal
EMO000779;ABB;323290506265XM;M2BA;110;kW ;380;200;50;4;1486;6319;6316;315SM;;3;0,88;;55;F;S1 ;Delta;Available;;;;;;;;Internal;Horizontal
EMO002943;WEG;;ET;3,7;kW ;380;9,5;50;2;2950;6308;6207;112M;35;3;;;;;;;Not Available;;;;140;216;112;;Internal;Horizontal
EMO000776;ABB;3281509 1670WM;M2BA;55;kW ;380;103;50;4;1476;6315;6315;250SM;;3;0,87;;55;F;S1 ;Delta;Available;;;;;;;;Internal;Horizontal
EMO003235;HWADA;IE0403801015;Y2;110;kW;380;201;50;4;1485;--;--;315S;;3;0,88;94,50%;54;F;S1;Delta;Available;;;;;;;;Internal;Horizontal
EMO002623;WEG;ET213T0395;;3,7;kW;380;9,5;50;2;2955;;;112 M;;3;;;55;F;S1 ;Delta;Not Available;;;;;;112;;Internal;Horizontal
EMO000773;ABB;;M2AA;37;kW;380;72;50;4;1475;6313;6212;225SM;;3;0,84;;55;F;S1;Delta;Available;;;;;;;;Internal;Horizontal
EMO000693;RELIANCE;;;2,2;kW ;380;4,7;50;;;;;;;3;;;;F;S1 ;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000694;TECO;P9508161;AEEBPA;37;kW;380;71;50;2;2925;6312;6212;200L;;3;;;55;F;;Delta;Available;;;;;;200;;Internal;Horizontal
EMO000697;ABB;;MBT;1,1;kW ;380;2,45;50;2;2930;6209;6209;160M;;3;;;55;F;S1 ;Delta;Not Available;;;;;;;;Internal;Vertical
EMO000696;ABB;;MBT;1,1;kW ;380;2,45;50;2;2930;6209;6209;;;3;;;55;F;S1 ;Delta;Not Available;;;;;;;;Internal;Vertical
EMO000759;ABB;252;MBT;11;kW;380;23;50;4;1455;6209;6209;160M;;3;0,81;;55;F;;Delta;;;;;;;;;Internal;Horizontal
EMO004021;MARATHON;AK 15194001 j;HJN1;30;kW;380;57;50;4;1450;NU312;6312;200LA;55;3;;;55;F;S1;Delta;Not Available;;;;305;318;200;;Internal;Horizontal
EMO000757;TECO;216104524050;AEEBKB;18,5;kW;380;34,4;50;4;1450;6311;6310;180MC;;3;;;55;F;;Delta;;;;;;;;;Internal;Horizontal
EMO002975;ABB;3434860;M2BA;75;kW;380;137;50;2;2974;6316;6316;280SM;;3;0,89;;55;F;S1;Delta;Available;;;;;;280;;Internal;Horizontal
EMO000624;ABB;;M2BA;75;kW;380;140;50;4;1481;6316;6316;280S;;3;0,87;;55;F;S1;Delta;Available;;;;;;;;Internal;Horizontal
EMO002866;HWADA;58485301-J;Y2;75;kW;380;140;50;4;1485;;;280S;;3;0,87;93,60%;55;;;Delta;Available;;;;;;880;;Internal;Horizontal
EMO002005;TECO;C56108-1;AEEB;110;kW;380;205;50;4;1480;NU318;6316;280MC;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000962;ABB;3290840;M2BA;45;kW;380;86;50;4;1477;6313;6313;225S;;3;;;55;F;S1;Delta;Available;;;;;;;;Internal;Horizontal
EMO000750;TECO;9060005;AEEBAC;55;kW;380;108;50;6;970;NU218;6211;280SC;;3;;;;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000749;ABB;72179148393VM;HXR;75;kW;380;141;50;4;1473;6315;6313;250MB;65;3;;;55;F;S1;Delta;Available;;;;349;406;250;;Internal;Horizontal
EMO004008;MARATHON;AK115193301;HJNA;30;kW;380;59,2;50;6;980;6312;6311;225MC;60;3;0,84;;55;F;S1;Delta;Available;;;;311;356;225;;Internal;Horizontal
EMO000362;TECO;;AEEBAC;15;kW;380;31,9;50;6;965;6311;6310;180LC;48;3;;;55;F;S1;Delta;Not Available;;;;279;279;180;;Internal;Horizontal
EMO000745;ABB;3331990;M2BA;55;kW;380;103;50;4;1478;6315;6315;250SM;65;3;0,87;;55;F;S1;Delta;Available;;;;349;406;250;;Internal;Horizontal
EMO005304;MARATHON;WX11010543-3001J;SCA 315;200;kW;380;359;50;4;1485;6319;6319;315 L;;3;0,89;95,90%;55;F;S1;Delta;Available;;;;;;280;;Internal;Horizontal
EMO000743;ABB;31977872427SM;HXR;200;kW;380;445;50;8;743;6322;6319;355LA;100;3;0,73;;55;F;S1;Delta;Available;;;;"500/
560";610;355;;Internal;Horizontal
EMO000742;ABB;3232987;M2BA;90;kW ;380;165;50;4;1481;6316;6316;280S;75;3;0,88;;55;F;S1 ;Delta;Available;;;;"368/
419";457;280;;Internal;Horizontal
EMO000741;TECO;C102665-1;AEJH;250;kW ;3000;62,9;50;8;750;NU330;6322;400A;125;3;;94,50%;55;F;S1 ;;Available;;;;800;686;400;;Internal;Horizontal
EMO000740;ABB;32329895703XM;M2BA;90;kW ;380;165;50;4;1481;6316;6316;280SC;80;3;0,88;;55;F;S1 ;;Available;;;;"406/
457";508;315;;Internal;Horizontal
EMO000739;ABB;32854306266XM;M2BA;160;kW ;380;315;50;8;741;6322;6319;;100;3;0,81;;55;F;S1 ;;Available;;;;"500/
560";610;355;;Internal;Horizontal
EMO000738;ABB;32854306266XM;M2BA;160;kW ;380;315;50;8;741;6322;6319;355S;100;3;0,81;;55;F;S1 ;Delta;Available;;;;"500/
560";610;355;;Internal;Horizontal
EMO000737;ABB;6042364D12;QU;22;kW;380;43;50;4;1460;;;180L;;3;0,87;;55;F;S1;Delta;Not Available;;;;;;180;;Internal;Horizontal
EMO000736;CGE;21510 - 2;C315MB6;150;HP;380;207;50;6;980;;;315M;80;3;;;;B;;Delta;Available;;;;457;508;315;;Internal;Horizontal
EMO000735;CGE;916684;P 35MA6;200;HP;380;280;50;6;980;;;315ML;;3;;;;;;Delta;Available;;;;450;520;315;;Internal;Horizontal
EMO000760;ABB;GS2234459;GU13MG;5,5;kW;380;12,2;50;6;955;;;132M;;3;;;55;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO002172;Asgen;345140;180M4;18,5;kW;380;39;50;4;1460;--;--;180;;3;;;;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000994;TECO;;AEEBPA;11;kW;380;21,5;50;4;1455;6309;6307;160M;42;3;;;55;F;S1;Delta;Not Available;;;;210;254;160;;Internal;Horizontal
EMO000730;TECO;P9642141;AEEBCB;18,5;kW;380;37,6;50;4;1455;6311;6310;180M;48;3;;;55;F;S1;Delta;Not Available;;;;279;279;180;;Internal;Horizontal
EMO003331;TECO;1871001357A008;AEEB;7,5;kW;380;16;50;6;950;;;;;3;;;55;F;S1;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000728;ABB;153;MBT;37;kW;380;74;50;4;1475;6214;6214;225S;60;3;;;;;;;Available;;;;"286/
311";356;225;;Internal;Horizontal
EMO000727;ABB;32823411551WM;M2BA;30;kW;380;59;50;4;1468;6312;6312;200ML;55;3;0,86;;55;F;S1;Delta;Available;;;;305;318;200;;Internal;Horizontal
EMO000555;Joddar;;160L;15;kW ;380;30;50;4;1450;6309;6307;160L;42;3;;;;;;Delta;Available;;;;254;254;160;;Internal;Horizontal
EMO003039;ABB;3301111;M2BA;200;kW;380;366;50;4;1485;6319;6316;315ML;;3;0,87;;55;F;S1;Delta;Available;;;;;;315;;Internal;Horizontal
EMO002973;ABB;32848102800WM;M2BA;75;kW ;380;139;50;4;1475;6315;6315;250SM;;3;;;55;F;S1 ;Delta;Available;;;;;;;;Internal;Horizontal
EMO000723;TECO;H248720005;AEEB;15;kW ;380;30;50;6;965;6311;6310;180L;48;3;;;54;F;S1 ;Delta;Not Available;;;;241;279;180;;Internal;Horizontal
EMO002991;ABB;792761;MBT;37;kW ;380;73;50;6;980;;;250M;;3;0,8;;55;F;S1 ;Delta;Available;;;;;;250;;Internal;Vertical
EMO002978;ABB;3436361;M2BA;132;kW ;380;260;50;8;741;6322;6319;355S;;3;0,81;;55;F;S1 ;Delta;Available;;;;;;355;;Internal;Vertical
EMO000720;ABB;;MBT;15;kW;380;30;50;4;1460;6209;6209;160L;42;3;;;55;F;;Delta;Not Available;;;;210 /254;254;160;;Internal;Horizontal
EMO000117;MAREIMOTORI;A4C164200016;A4E;11;kW;380;22,5;50;4;1460;6310;6209;160M;42;3;0,8;;55;F;S1;Delta;Not Available;;;;210;254;160;;Internal;Horizontal
EMO000292;ABB;;MBT;11;kW ;380;23;50;4;1445;6209;6209;;42;3;0,85;;55;F;S1 ;Delta;Not Available;;;;210;254;160;;Internal;Horizontal
EMO000725;ABB;;M2BA;200;kW;380;366;50;4;1485;6319;6316;;90;3;0,87;;55;F;S1;Delta;Available;;;;"457/
508";508;315;;Internal;Horizontal
EMO000716;TECO;;AEEBPA;45;kW;380;93;50;4;1465;6313;6213;225MC;;3;;;55;F;S1;Delta;Available;;;;;;225;;Internal;Horizontal
EMO000110;TECO;MN60330;AEEB;22;kW ;380;45,5;50;6;985;6312;6212;200L;;3;;;54;F;S1 ;Delta;Available;;;;;;200;;Internal;Horizontal
EMO001212;HWADA;58661041-J;Y2;55;kW;380;102;50;4;1475;;;250M;;3;;;;;;Delta;Not Available;;;;;;250;;Internal;Horizontal
EMO005015;TECO;7106704002;AEEBKB;22;kW;380;46,4;50;8;730;6313;6213;225MC;;3;;;55;F;S1;Delta;Available;;;;;;;;Internal;Horizontal
EMO000450;JODAR;;20CV;15;kW ;380;29,9;50;4;1450;;;160L;;3;0,85;;55;F;S1 ;Delta;Not Available;;;;;;160;;Internal;Horizontal
EMO000711;ABB;3434871;M2BA;75;kW;380;140;50;4;1481;6316;6316;280SM;75;3;0,87;;55;F;;Delta;Available;;;;"368/
419";457;280;;Internal;Horizontal
EMO000600;ABB;3290319-2977 WM;M2BA;37;kW;380;71;50;4;1473;6312;6312;200;;3;0,85;;55;F;;Delta;Available;;;;;;200;;Internal;Horizontal
EMO000709;ABB;;MBT;55;kW;380;108;50;4;1475;6214;6214;250M;65;3;;;54;;;Delta;Available;;;;349;406;250;;Internal;Horizontal
EMO003397;ABB;;M2BA;90;kW;380;165;50;4;1481;6316;6316;280SM;75;3;0,88;;55;F;;Delta;Available;;;;368;457;280;;Internal;Horizontal
EMO000521;MARELI;42093781001;C180;18,5;kW;380;37,5;50;4;1460;6210;6210;180M;48;3;;;55;F;S1;Delta;Not Available;;;;241;279;180;;Internal;Horizontal
