"id";"funcloc";"material_number";"equipment_description";"status";"sort_field";"unique_id";"qr_code_link";"created_at";"updated_at"
"EMO000861";"FP-01-SP3-OCC-PU02-HYPG";"10010669";"AC MOTOR;380V,50HZ,75KW,6P,143A,B";"Installed";"SP3.SP.10/M";"1876";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1876";"2023-10-21 12:19:21";NULL
"EMO000863";"FP-01-SP3-OCC-PU02-RAGG";;"MOTOR AC;0,55KW;1,9A;4P;380V;";"Installed";"SP3.SP.14/M";"1874";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1874";"2023-10-21 12:19:21";NULL
"EMO000865";"FP-01-SP3-OCC-T005-A007";"10010688";"MOTOR AC;37KW;74A;6P;380V;B";"Installed";"SP3.C5/AGT5/M";"1852";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1852";"2023-10-21 12:19:21";NULL
"EMO000869";"FP-01-SP3-OCC-T003-A003";;"MOTOR AC;55KW;108A;6P;380V;B";"Installed";"SP3.C3/AGT3A/M";"1859";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1859";"2023-10-21 12:19:21";NULL
"EMO000870";"FP-01-SP3-OCC-T003-A004";;"MOTOR AC;55KW;108A;6P;380V;B";"Installed";"SP3.C3/AGT3B/M";"1858";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1858";"2023-10-21 12:19:21";NULL
"EMO000872";"FP-01-SP3-OCC-T004-A005";;"MOTOR AC;75KW;143A;6P;380V;B";"Installed";"SP3.C4/AGT4A/M";"1856";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1856";"2023-10-21 12:19:21";NULL
"EMO000873";"FP-01-SP3-OCC-T004-A006";;"MOTOR AC;75KW;143A;6P;380V;B";"Installed";"SP3.C4/AGT4B/M";"1855";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1855";"2023-10-21 12:19:21";NULL
"EMO000874";"FP-01-SP3-OCC-T003-P007";"10010905";"AC MOTOR;380V,50HZ,55KW,4P,B";"Installed";"SP3.P-14/M";"1857";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1857";"2023-10-21 12:19:21";NULL
"EMO000875";"FP-01-SP3-OCC-T004-P009";;"AC MOTOR;380V,50Hz,132kW,4P,315M,B3";"Installed";"SP3.P-09/M";"1853";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1853";"2023-10-21 12:19:21";NULL
"EMO000877";"FP-01-SP3-OCC-T005-P010";"10020524";"AC MOTOR;380V,50Hz,90kW,4P,280M,B3";"Installed";"SP3.C5/P10/M";"1851";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1851";"2023-10-21 12:19:21";NULL
"EMO000878";"FP-01-SP3-OCC-T006-A008";;"MOTOR AC;55KW;108A;6P;380V;B";"Installed";"SP3.C6/AGT6/M";"1850";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1850";"2023-10-21 12:19:21";NULL
"EMO000879";"FP-01-PM3-APS-SR13";"10010571";"AC MOTOR;380V,50HZ,30KW,6P,B";"Installed";"PM3.AP02/M";"1991";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1991";"2023-10-21 12:19:21";NULL
"EMO000880";"FP-01-SP3-OCC-T007-P012";;"AC MOTOR;380V,50Hz,30kW,4P,200L,B3";"Installed";"SP3.C7/P12/M";"1847";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1847";"2023-10-21 12:19:21";NULL
"EMO000881";"FP-01-SP3-OCC-T007-A009";;"MOTOR AC;7,5KW;17A;6P;380V;B";"Installed";"SP3.C7/AGT7/M";"1848";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1848";"2023-10-21 12:19:21";NULL
"EMO000882";"FP-01-SP3-OCC-T008-P013";;"AC MOTOR;3000V,50Hz,375kW,6P,460AB,B3";"Installed";"SP3.C8/P15/M";"1846";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1846";"2023-10-21 12:19:21";NULL
"EMO000884";"FP-01-SP3-OCC-T008-P015";"10010623";"AC MOTOR;380V,50Hz,75kW,4P,280S,B3";"Installed";"SP3.C8/P17/M";"1845";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1845";"2023-10-21 12:19:21";NULL
"EMO000885";"FP-01-SP1-CPO-T020-P031";;"AC MOTOR;380V,50HZ,30KW,4P,B";"Installed";"SP1.CP.C18/P1/M";"71";"https://www.safesave.info/MIC.php?id=Fajar-MotorList71";"2023-10-26 14:45:21";NULL
"EMO000888";"FP-01-SP3-OCC-T010-P018";"10020901";"AC MOTOR;380V,50Hz,45kW,4P,225M,B3";"Installed";"SP3.C10/P20/M";"1841";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1841";"2023-10-21 12:19:21";NULL
"EMO000891";"FP-01-SP3-OCC-T012-P020";;"AC MOTOR;3000V,50Hz,351kW,4P,355AB,B3";"Installed";"SP3.C12/P49/M";"1839";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1839";"2023-10-21 12:19:21";NULL
"EMO000892";"FP-01-SP3-OCC-T012-P021";;"AC MOTOR;380V,50Hz,90kW,4P,280M,B3";"Installed";"SP3.C12/P49A/M";"1838";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1838";"2023-10-21 12:19:21";NULL
"EMO000893";"FP-01-SP3-OCC-T012-P022";"10020901";"AC MOTOR;380V,50Hz,45kW,4P,225M,B3";"Installed";"SP3.C12/P50/M";"1837";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1837";"2023-10-21 12:19:21";NULL
"EMO000897";"FP-01-SP3-OCC-T014-P025";;"AC MOTOR;380V,50Hz,30kW,6P,200L,B3";"Installed";"SP3.C14/P23/M";"1835";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1835";"2023-10-21 12:19:21";NULL
"EMO000898";"FP-01-SP3-OCC-T015-A013";;"MOTOR AC;55KW;108A;6P;380V;B";"Installed";"SP3.C15/AGT15/M";"1834";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1834";"2023-10-21 12:19:21";NULL
"EMO000899";"FP-01-SP3-OCC-T015-P026";"10020901";"AC MOTOR;380V,50Hz,45kW,4P,225M,B3";"Installed";"SP3.C15/P22/M";"1833";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1833";"2023-10-21 12:19:21";NULL
"EMO000900";"FP-01-SP3-OCC-T016-A014";;"MOTOR AC;55KW;108A;6P;380V;B";"Installed";"SP3.C16/AGT16/M";"1832";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1832";"2023-10-21 12:19:21";NULL
"EMO000901";"FP-01-SP3-OCC-T016-P027";;"AC MOTOR;380V,50Hz,11kW,6P,160L,B3";"Installed";"SP3.C16/P24/M";"1831";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1831";"2023-10-21 12:19:21";NULL
"EMO000903";"FP-01-SP3-RJS-T017-P029";;"AC MOTOR;380V,50Hz,37kW,4P,200M,B3";"Installed";"SP3.C18/P78/M";"1810";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1810";"2023-10-21 12:19:21";NULL
"EMO000904";"FP-01-SP3-RJS-T017-P030";;"AC MOTOR;380V,50Hz,11kW,4P,160M,B3";"Installed";"SP3.C18/P83/M";"2055";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2055";"2023-10-21 12:19:21";NULL
"EMO000905";"FP-01-SP3-RJS-T018-P031";"10010918";"AC MOTOR;380V,50Hz,11kW,4P,160M,B3";"Installed";"SP3.C19/P45/M";"1809";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1809";"2023-10-21 12:19:21";NULL
"EMO000906";"FP-01-SP3-RJS-T018-P032";;"AC MOTOR;380V,50Hz,75kW,4P,250M,B3";"Installed";"SP3.C19/P77/M";"1808";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1808";"2023-10-21 12:19:21";NULL
"EMO000907";"FP-01-SP3-RJS-T019-A015";;"MOTOR AC;22KW;45,9A;6P;380V;B";"Installed";"SP3.C20/AGT20/M";"1807";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1807";"2023-10-21 12:19:21";NULL
"EMO000908";"FP-01-SP3-RJS-T019-P033";;"AC MOTOR;380V,50Hz,5.5kW,4P,132S,B3";"Installed";"SP3.C20/P41/M";"1806";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1806";"2023-10-21 12:19:21";NULL
"EMO000909";"FP-01-SP3-APS-T020-A016";;"MOTOR AC;75KW;143A;6P;380V;B";"Installed";"SP3.C21/AGT13/M";"1907";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1907";"2023-10-21 12:19:21";NULL
"EMO000911";"FP-01-SP3-APS-T021-A017";;"MOTOR AC;55KW;108A;6P;380V;B";"Installed";"SP3.C22/AGT12/M";"1904";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1904";"2023-10-21 12:19:21";NULL
"EMO000913";"FP-01-SP1-CPO-T001-A001";;"AC MOTOR;380V,50Hz,22kW,4P,180L,B3";"Installed";"SP1.CP.C1/AGT/M";"72";"https://www.safesave.info/MIC.php?id=Fajar-MotorList72";"2023-10-26 14:45:21";NULL
"EMO000915";"FP-01-SP3-OCC-T025-P038";;"AC MOTOR;380V,50Hz,11kW,4P,160M,B3";"Installed";"SP3.C26/P53/M";"2054";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2054";"2023-10-21 12:19:21";NULL
"EMO000916";"FP-01-SP3-BRS-T026-A018";;"MOTOR AC;22KW;46,7A;6P;380V;B";"Installed";"SP3.C27/AGT27/M";"1899";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1899";"2023-10-21 12:19:21";NULL
"EMO000917";"FP-01-SP3-BRS-T026-P039";;"AC MOTOR;380V,50Hz,55kW,4P,250M,B3";"Installed";"SP3.C27/P38/M";"1898";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1898";"2023-10-21 12:19:21";NULL
"EMO000918";"FP-01-SP3-BRS-T027-A019";"10010694";"AC MOTOR;380V,50HZ,90KW,6P,B";"Installed";"SP3.C28/AGT14/M";"1897";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1897";"2023-10-21 12:19:21";NULL
"EMO000919";"FP-01-SP3-BRS-T027-P040";;"AC MOTOR;380V,50Hz,22kW,4P,180M,B3";"Installed";"SP3.C28/P35/M";"1896";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1896";"2023-10-21 12:19:21";NULL
"EMO000922";"FP-01-SP3-RJS-T029-P043";"10011059";"AC MOTOR;380V,50HZ,37KW,4P,70.9A,B";"Installed";"SP3.C30/P43/M";"1805";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1805";"2023-10-21 12:19:21";NULL
"EMO000927";"FP-01-PM1-HOO-BL28";;"AC MOTOR;380V,50HZ,18.5KW,4P,B";"Installed";"PM1.EXHAUST FAN 2/M";"446";"https://www.safesave.info/MIC.php?id=Fajar-MotorList446";"2023-10-26 14:45:21";NULL
"EMO000929";"FP-01-SP3-OCC-T032-P050";"10010538";"AC MOTOR;380V,50HZ,110KW,2P,B";"Installed";"SP3.C33/P56/M";"1829";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1829";"2023-10-21 12:19:21";NULL
"EMO000932";"FP-01-PM3-WRS-T033-P053";;"AC MOTOR;380V,50Hz,75kW,2P,250S,B3";"Installed";"SP3.C34/P55/M";"1919";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1919";"2023-10-21 12:19:21";NULL
"EMO000934";"FP-01-PM3-WRS-T033-P055";"10020901";"AC MOTOR;380V,50Hz,45kW,4P,225M,B3";"Installed";"SP3.C34/P80/M";"1917";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1917";"2023-10-21 12:19:21";NULL
"EMO000938";"FP-01-PM3-WRS-T036-P059";;"AC MOTOR;380V,50Hz,75kW,4P,250M,B3";"Installed";"SP3.C37/P57/M";"1913";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1913";"2023-10-21 12:19:21";NULL
"EMO000939";"FP-01-PM3-WRS-T036-P060";;"AC MOTOR;380V,50Hz,55kW,2P,25M,B3";"Installed";"SP3.C37/P58/M";"1912";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1912";"2023-10-21 12:19:21";NULL
"EMO000941";"FP-01-PM3-BRS-T037-A020";"10011050";"AC MOTOR;380V,50HZ,110KW,6P,B";"Installed";"PM3-BR01/AGT/M";"1986";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1986";"2023-10-21 12:19:21";NULL
"EMO000942";"FP-01-PM3-BRS-T038-A021";"10010669";"AC MOTOR;380V,50HZ,75KW,6P,143A,B";"Installed";"PM3-BR06/AGT/M";"1984";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1984";"2023-10-21 12:19:21";NULL
"EMO000944";"FP-01-PM3-BRS-T038-P063";"10020524";"AC MOTOR;380V,50Hz,90kW,4P,280M,B3";"Installed";"PM3-BR06/P31/M";"1983";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1983";"2023-10-21 12:19:21";NULL
"EMO000945";"FP-01-PM3-BRS-T039-A022";"10010669";"AC MOTOR;380V,50HZ,75KW,6P,143A,B";"Installed";"PM3-BR07/AGT1/M";"1982";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1982";"2023-10-21 12:19:21";NULL
"EMO000946";"FP-01-PM3-BRS-T039-A023";"10010901";"AC MOTOR;380V,50HZ,45KW,6P,B";"Installed";"PM3-BR07/AGT2/M";"1981";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1981";"2023-10-21 12:19:21";NULL
"EMO000947";"FP-01-PM3-BRS-T039-P064";;"AC MOTOR;380V,50Hz,110kW,4P,315S,B3";"Installed";"PM3-BR07/P32/M";"1980";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1980";"2023-10-21 12:19:21";NULL
"EMO000949";"FP-01-PM3-BRS-T040-P065";;"AC MOTOR;380V,50Hz,132kW,4P,315M,B3";"Installed";"PM3-BR08/P33/M";"1978";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1978";"2023-10-21 12:19:21";NULL
"EMO000951";"FP-01-PM3-BRS-T041-P066";"10022242";"AC MOTOR;380V,50Hz,110kW,4P,315S,B3";"Installed";"PM3-BR09/P34/M";"1976";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1976";"2023-10-21 12:19:21";NULL
"EMO000952";"FP-01-SP3-OCC-T043-VP10";;"MOTOR";"Installed";"SP3-SP-31B/M";"1827";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1827";"2023-10-21 12:19:21";NULL
"EMO000953";"FP-01-SP3-OCC-T044-P067";;"MOTOR AC;45KW;93A;4P;380V;B";"Installed";"SP3.SP.31C/M";"1826";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1826";"2023-10-21 12:19:21";NULL
"EMO000956";"FP-01-PM3-STC-T050-P088";;"MOTOR AC;18,5KW;37A;4P;380V;B";"Installed";"PM3-DT1/DP1/M";"1940";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1940";"2023-10-21 12:19:21";NULL
"EMO000963";"FP-01-PM3-VAS-T071-P071";;"MOTOR AC;4KW;8,6A;4P;380V;B";"Installed";"PM3-SEAL PIT2/P66/M";"1933";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1933";"2023-10-21 12:19:21";NULL
"EMO000965";"FP-01-PM3-VAS-T073-P073";;"AC MOTOR;380V,50Hz,30kW,4P,200L,B3";"Installed";"PM3-VAC1/P73/M";"1931";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1931";"2023-10-21 12:19:21";NULL
"EMO000968";"FP-01-PM3-WRS-T075";;"MOTOR";"Installed";"PM3-SWECO/GB1/M";"1910";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1910";"2023-10-21 12:19:21";NULL
"EMO000969";"FP-01-PM3-WRS-T076";;"MOTOR";"Installed";"PM3-SWECO/GB2/M";"1909";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1909";"2023-10-21 12:19:21";NULL
"EMO000971";"FP-01-SP1-MXW-T050-P066";;"AC MOTORTECO;380V,50Hz,55kW,4P,250S,B3";"Installed";"SP1.MW.C4/P4/M";"177";"https://www.safesave.info/MIC.php?id=Fajar-MotorList177";"2023-10-26 14:45:21";NULL
"EMO000972";"FP-01-SP3-OCC-SR03";;"MOTOR AC;55KW;102A;4P;380V;B";"Installed";"SP3.SP.22/M";"1869";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1869";"2023-10-21 12:19:21";NULL
"EMO000975";"FP-01-SP3-OCC-SR05";"10011050";"AC MOTOR;380V,50HZ,110KW,6P,B";"Installed";"SP3.SP.27/M";"1867";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1867";"2023-10-21 12:19:21";NULL
"EMO000977";"FP-01-SP3-OCC-SR07";;"MOTOR AC;55KW;105A;4P;380V;B";"Installed";"SP3.SP.29/M";"1866";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1866";"2023-10-21 12:19:21";NULL
"EMO000978";"FP-01-SP1-CPO-TH23-P205";;"AC MOTOR;380V,50Hz,55kW,4P,250M,B3";"Installed";"SP1.CP.C9/P2/M";"73";"https://www.safesave.info/MIC.php?id=Fajar-MotorList73";"2023-10-26 14:45:21";NULL
"EMO000979";"FP-01-SP3-OCC-PU01-OU01";"10010870";"AC MOTOR;380V,50Hz,5.5kW,4P,132S,B3";"Installed";"SP3.PUL1.OIL.P/M";"1885";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1885";"2023-10-21 12:19:21";NULL
"EMO000983";"FP-01-SP2-NDL-T020-A011";"10020925";"AC MOTOR;380V,50HZ,30KW,6P,B";"Installed";"SP2.ND.C2/AGT/M";"612";"https://www.safesave.info/MIC.php?id=Fajar-MotorList612";"2023-10-26 14:45:21";NULL
"EMO000985";"FP-01-SP3-BRS-SR15";;"MOTOR AC;55KW;105A;4P;380V;B";"Installed";"SP3.BR04/M";"1900";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1900";"2023-10-21 12:19:21";NULL
"EMO000987";"FP-01-SP3-OCC-FR02";;"MOTOR AC;250KW;59,2A;6P;3000V;B";"Installed";"SP3.SP.24/M";"1888";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1888";"2023-10-21 12:19:21";NULL
"EMO000989";"FP-01-PM1-WET-FOR4-HB04";;"AC MOTOR;380V,50Hz,0.37kW,4P,71M,B5";"Installed";"PM1.F4.HB/SW(R)/GM/M";"447";"https://www.safesave.info/MIC.php?id=Fajar-MotorList447";"2023-10-26 14:45:21";NULL
"EMO000990";"FP-01-PM3-HOO-BL01";"10011059";"AC MOTOR;380V,50HZ,37KW,4P,B";"Installed";"PM3.H-01/M";"1966";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1966";"2023-10-21 12:19:21";NULL
"EMO000991";"FP-01-SP3-OCC-TH02";;"MOTOR";"Installed";"SP3.SP.31A/GB2/M";"1821";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1821";"2023-10-21 12:19:21";NULL
"EMO000992";"FP-01-SP3-OCC-TH03";;"MOTOR AC;20HP;29A;4P;380V;B";"Installed";"SP3.SP.32/GB1/M";"1819";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1819";"2023-10-21 12:19:21";NULL
"EMO000993";"FP-01-SP3-OCC-TH03";;"MOTOR AC;0,37KW;1,2A;4P;380V;";"Installed";"SP3.SP.32/GB2/M";"1820";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1820";"2023-10-21 12:19:21";NULL
"EMO000995";"FP-01-SP3-OCC-TH05";;"MOTOR AC;11KW;21,5A;4P;380V;B";"Installed";"SP3.SP.26/GB1/M";"1817";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1817";"2023-10-21 12:19:21";NULL
"EMO000997";"FP-01-SP1-CLD-T079-P103";;"AC MOTOR;ABB380V,50Hz,15kW,4P,160L,B";"Installed";"SP1.CL.C8/P1/M";"127";"https://www.safesave.info/MIC.php?id=Fajar-MotorList127";"2023-10-26 14:45:21";NULL
"EMO000998";"FP-01-SP3-OCC-TH08";;"MOTOR AC;1,5KW;3,75A;4P;380V;";"Installed";"SP3.RJ04/GB1/M";"1814";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1814";"2023-10-21 12:19:21";NULL
"EMO000999";"FP-01-SP3-OCC-TH08";;"MOTOR AC;1,5KW;3,75A;4P;380V;";"Installed";"SP3.RJ04/GB2/M";"1815";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1815";"2023-10-21 12:19:21";NULL
"EMO001001";"FP-01-PM1-COT-COAT-ACR2";;"AC MOTOR;380V,50HZ,7.5KW,15.7A";"Installed";"PM1.COT.BMB/ACR/GB/M";"383";"https://www.safesave.info/MIC.php?id=Fajar-MotorList383";"2023-10-26 14:45:21";NULL
"EMO001002";"FP-01-SP3-BRS-TH09";;"MOTOR AC;0,5HP;1,5A;4P;380V;V";"Installed";"SP3.BR05/GB2/M";"1893";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1893";"2023-10-21 12:19:21";NULL
"EMO001003";"FP-01-SP3-OCC-RF02";;"MOTOR AC;750KW;200,7A;12P;3000V;B";"Installed";"SP3.SP.33/M";"1872";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1872";"2023-10-21 12:19:21";NULL
"EMO001006";"FP-01-SP1-CLD-TH24-P388";"10010619";"AC MOTOR;380V,50Hz,55kW,4P,250M,B3";"Installed";"SP.CLD.PPM300/P2/M";"618";"https://www.safesave.info/MIC.php?id=Fajar-MotorList618";"2023-10-26 14:45:21";NULL
"EMO001007";"FP-01-SP3-BRS-DEF3";;"MOTOR AC;150KW;274A;4P;380V;B";"Installed";"PM3.BR03/M";"1901";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1901";"2023-10-21 12:19:21";NULL
"EMO001008";"FP-01-PM3-VAS-VP01";"10010650";"AC MOTOR;380V,50HZ,37KW,2P,B";"Installed";"PM3.VP01/M";"1929";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1929";"2023-10-21 12:19:21";NULL
"EMO001009";"FP-01-PM3-VAS-VP02";;"AC MOTOR;3000V,410KW,97.1A,6P,B";"Installed";"PM3.VP02/M";"1928";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1928";"2023-10-21 12:19:21";NULL
"EMO001011";"FP-01-SP3-OCC-SR04";"10011050";"AC MOTOR;380V,50Hz,110kW,6P,315L,B3";"Installed";"SP3.SP.21/M";"1868";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1868";"2023-10-21 12:19:21";NULL
"EMO001012";"FP-01-PM3-VAS-VP05";"10010669";"AC MOTOR;380V,50HZ,75KW,6P,143A,B";"Installed";"PM3.VP05/M";"1925";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1925";"2023-10-21 12:19:21";NULL
"EMO001014";"FP-01-PM3-VAS-VP07";;"AC MOTOR;3000V,600KW,146A,6P,B";"Installed";"PM3.VP07/M";"1923";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1923";"2023-10-21 12:19:21";NULL
"EMO001015";"FP-01-PM3-VAS-VP08";;"AC MOTOR;3000V,600KW,146A,6P,B";"Installed";"PM3.VP08/M";"1922";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1922";"2023-10-21 12:19:21";NULL
"EMO001017";"FP-01-PM3-WET-FDNR-SCR1";;"MOTOR;475KW,813A";"Installed";"PM3.FDN.SCR/GB/M";"2103";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2103";"2023-10-21 12:19:21";NULL
"EMO001019";"FP-01-PM3-WET-PRS1-PSRT";;"MOTOR;220KW,355A";"Installed";"PM3.P1.PSR(TP)/GB/M";"2105";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2105";"2023-10-21 12:19:21";NULL
"EMO001022";"FP-01-PM3-WET-PRS2-PSRT";;"MOTOR;375KW,583A";"Installed";"PM3.P2.PSR(TP)/GB/M";"2109";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2109";"2023-10-21 12:19:21";NULL
"EMO001023";"FP-01-PM3-WET-FDNR-DR01";;"AC MOTOR;380V,50Hz,530kW,4P,5012Z,B3";"Installed";"PM3.FDN.DR/GB/M";"2102";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2102";"2023-10-21 12:19:21";NULL
"EMO001025";"FP-01-PM3-WET-PRS1-PSRB";;"AC MOTOR;460V,60Hz,375kW,4P";"Installed";"PM3.P1.PSR(BT)/GB/M";"2104";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2104";"2023-10-21 12:19:21";NULL
"EMO001026";"FP-01-PM3-DRY-GRP1";;"DC MOTOR;460V,40Hz,150kW,240A,3PHASE";"Installed";"PM3.G1.GB/M";"2063";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2063";"2023-10-21 12:19:21";NULL
"EMO001028";"FP-01-PM3-DRY-GRP3";;"MOTOR;375KW,583A";"Installed";"PM3.G3.GB/M";"2071";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2071";"2023-10-21 12:19:21";NULL
"EMO001029";"FP-01-PM3-DRY-GRP4";;"MOTOR;375KW,583A";"Installed";"PM3.G4.GB/M";"2078";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2078";"2023-10-21 12:19:21";NULL
"EMO001030";"FP-01-PM3-DRY-SZPR-SPRT";;"MOTOR;110KW,180A";"Installed";"PM3.SP.R(TP)/GB/M";"2095";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2095";"2023-10-21 12:19:21";NULL
"EMO001031";"FP-01-PM3-DRY-SZPR-SPRB";;"MOTOR,L2882Z,RELIANCE,75KW,124A,460V";"Installed";"PM3.SP.R(BT)/GB/M";"2094";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2094";"2023-10-21 12:19:21";NULL
"EMO001032";"FP-01-PM3-DRY-GRP5";;"MOTOR,L2882Z,RELIANCE,75KW,124A,460V";"Installed";"PM3.G5.GB/M";"2080";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2080";"2023-10-21 12:19:21";NULL
"EMO001033";"FP-01-PM3-DRY-GRP6";;"MOTOR;150KW,240A";"Installed";"PM3.G6.GB/M";"2083";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2083";"2023-10-21 12:19:21";NULL
"EMO001034";"FP-01-PM3-DRY-GRP7";;"MOTOR;130KW,240A";"Installed";"PM3.G7.GB/M";"2087";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2087";"2023-10-21 12:19:21";NULL
"EMO001035";"FP-01-PM3-DRY-GRP8";;"MOTOR;150KW,240A";"Installed";"PM3.G8.GB/M";"2090";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2090";"2023-10-21 12:19:21";NULL
"EMO001037";"FP-01-PM3-REL-PPRL-CYL1";;"MOTOR;110KW,180A";"Installed";"PM3.PPR.CYL/GB/M";"2098";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2098";"2023-10-21 12:19:21";NULL
"EMO001038";"FP-01-PM3-CAS-COM1";;"AC MOTOR;380V,50Hz,75kW,4P,280S,B3";"Installed";"UTY.COM.MK.31/M";"1975";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1975";"2023-10-21 12:19:21";NULL
"EMO001039";"FP-01-PM3-CAS-COM2";;"MOTOR AC;75KW;139A;4P;380V;B";"Installed";"UTY.COM.MK.32/M";"1974";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1974";"2023-10-21 12:19:21";NULL
"EMO001040";"FP-01-PM3-CAS-COM3";;"MOTOR AC;75KW;139A;4P;380V;B";"Installed";"UTY.COM.MK.33/M";"1973";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1973";"2023-10-21 12:19:21";NULL
