emo_detail;manufacture;serial_number;type;power_rate;power_unit;voltage;current_nominal;frequency;pole;rpm;bearing_de;bearing_nde;frame_type;shaft_diameter;phase_supply;cos_phi;efficiency;ip_rating;insulation_class;duty;connection_type;nipple_grease;greasing_type;greasing_qty_de;greasing_qty_nde;length;width;height;weight;cooling_fan;mounting
EMO000454;LEROY SOMER;16003743;LS;18.5;kW ;380;37;50;4;1445;6310;6210;180;;3;;;55;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000455;TECO;9K60029;AEEBKB;15;kW;380;31.9;50;6;960;6311;6310;180L;;3;;;50;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000456;Huada;597205011;Y2;37;kW;380;69.9;50;4;1475;--;--;225S;;3;0.87;;50;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000458;ABB;MK171008-AD;MBT;30;kW;380;61;50;4;1475;;;200L;;3;;;55;F;;Delta;;;;;;;;;Internal;Horizontal
EMO000459;ABB;00 405;MBT;15;kW;380;30;50;4;1450;6209;6209;160L;42;3;;;55;F;;Delta;Not Available;;;;254;254;160;;Internal;Horizontal
EMO000460;ABB;;MBT;15;kW;380;30;50;4;1470;;;;;3;;;55;F;;Start;Not Available;;;;;;;;Internal;Horizontal
EMO003501;ABB;3222176;M2BA;90;kW;380;169;50;6;989;6319;6316;315SMB;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000462;ABB;00 445;MBT;22;kW;380;44;50;4;1470;6211;6210;180L;48;3;;;55;F;;Delta;Not Available;;;;241/279;279;180;;Internal;Horizontal
EMO002103;ABB;7474416;MBV 280S;75;kW;380;145;50;4;1480;;;280;;3;0.85;;54;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000464;ABB;462;MBT;18.5;kW;380;39;50;4;1470;;;160L;;3;;;55;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO001060;TECO;;AEEB;15;kW;380;29.4;50;4;1455;6309;6307;160M;;3;;;55;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000467;ABB;MK161005-AD;MBT;15;kW;380;30;50;4;1460;;;160L;;3;;;55;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000468;TECO;MN60170-1;AEEBWA;22;kW;380;45.9;50;6;965;6312;6212;200L;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000469;CGE;273954062;C225S;37;kW;380;70;50;4;1470;;;225S;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000470;TECO;9060002;AEEBAC;55;kW;380;108;50;6;970;NU218;6214;280SC;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000471;ASGEN;616357;280M;55;kW;380;108;50;6;960;;;280SC;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000472;XDJ;911038;C225S;37;kW;380;70.4;50;4;1480;6313;6313;225;;3;;;44;B;;Delta;Available;;;;;;;;Internal;Horizontal
EMO002949;ABB;MK4281636-A;HXR;45;kW;380;86;50;6;986;6316;6315;280S;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000474;TECO;9060003;AEEBAC;55;kW;380;108;50;6;970;NU219;6213;280S;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000476;ABB;1701007-AP;MBT;22;kW;380;44;50;4;1470;;;180L;;3;;;55;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000545;ROTOR-ni;730494-3;XF200L;22;kW;380;44.5;50;6;970;;;200L;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000481;TECO;K96068907;AEEBCB;37;kW;380;70.9;50;4;1455;6313;6213;225;;3;;;54;F;S1;Delta;Available;;;;;;225;;Internal;Horizontal
EMO000105;ABB;;MBT;7.5;kW ;380;16;50;4;1470;6208;6206;132M;;3;;;55;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000487;FUJI ELECTRIK;1,52091E+12;MLA;7.5;kW;380;15;50;4;1460;6308;6209;150M;;3;;;44;B;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO003727;ABB;4439VM;HXA;7.5;kW;380;16.3;50;4;1440;6308;6307;132;38;3;0.82;;55;F;S1 ;Delta;Available;;;;;;;;Internal;Vertical
EMO000489;BENLLERS;;FC;7.5;kW;380;16;50;4;1445;;;132M;;3;;;55;F;;Delta;Not Available;;;;;;;;Internal;Vertical
EMO000491;MEZ;2571911;4AP;7.5;kW;380;15;50;4;1450;;;132M;;3;0.86;;55;F;;Delta;Not Available;;;;;;;;Internal;Vertical
EMO000490;BENLLERS;9239453;FC132M;7.5;kW;380;16.3;50;4;1450;;;132M;;3;;;55;F;;Delta;Not Available;;;;;;;;Internal;Vertical
EMO003782;BAUER;;SG335;0.11;kW;380;0.55;50;4;1320;;;;;3;0.84;;68;F;;Delta;Not Available;;;;;;;;Internal;Vertical
EMO003526;TECO;E3152187092;AEVF;3.7;kW;380;8.03;50;4;1445;6306;6306;112M;;3;;;54;F;;Delta;Not Available;;;;;;;;Internal;Vertical
EMO000496;TECO;M242001;AEAF;15;kW;380;29;50;4;1450;6313;6307;160L;;3;;;54;F;S1;Delta;Available;;;;;;160;;Internal;Horizontal
EMO000495;ABB;MK161004-MD;MBT;11;kW;380;23;50;4;1455;;;160 M;;3;;;55;F;S1;Delta;Not Available;;;;;;160;;Internal;Horizontal
EMO000497;TECO;1730380102;AEVF;3.7;kW;380;8.03;50;4;1445;6306;6306;;;3;;;54;E;;Delta;Not Available;;;;;;;;Internal;Vertical
EMO000499;TECO;1963110040;AEVF;7.5;kW;380;15;50;4;1450;6306;6309;132M;;3;;;54;B;S1;Delta;Not Available;;;;;;132;;Internal;Vertical
EMO000570;TECO;K040614 -2;AEEB;75;kW;380;143;50;6;975;6318;6316;280M;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000672;ABB;1010309;M2BA;15;kW;380;29.5;50;4;1460;6309;6309;160L;;3;;;55;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000717;ABB;3334829;M2BA;200;kW;380;366;50;4;1480;6319;6316;315M;;3;0.87;;55;F;S1;;Available;;;;;;;;Internal;Horizontal
EMO000885;ABB;;M2BA;30;kW;380;59;50;4;1475;;;200L;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000913;TECO;K 050409 - 1;AEEB;22;kW;380;44.3;50;4;1470;;6310;180L;48;3;;;55;F;;Delta;Available;;;;279;279;180;;Internal;Horizontal
EMO000978;TECO;758347058;AEEBKP;55;kW;380;105;50;4;1470;6316;6213;250S;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO003408;ABB;MK 17 1008- AD;MBT;30;kW;380;61;50;4;1475;;;200L;;3;;;55;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO002151;ABB;78641477;MBV 280S;75;kW;380;145;50;4;1480;;;280SC;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO002450;ABB;MK271013AD;MBV 280S;75;kW;380;145;50;4;1480;;;280;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO002913;TECO;758347038;AEEBKP;55;kW;380;105;50;4;1470;6316;6213;250S;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO003133;LEROY SOMER;;LS;37;kW;380;74;50;4;1470;6313;6214;225S;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000520;ABB;MK171011-AO;MBT;55;kW;380;108;50;4;1480;--;--;250M;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Vertical
EMO003580;BAUER;1895530;SG335;0.11;kW;380;0.55;50;4;1320;;;;;3;0.84;;68;F;;Delta;Not Available;;;;;;;;Internal;Vertical
EMO003632;MARATHON;3200003221.J;HJN1;22;kW;380;42.4;50;4;1470;;;180L;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO003635;MARATHON;3,20003E+14;HK;45;kW;380;90.1;50;8;735;NU317;6317;280;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Vertical
EMO003657;MARATHON;66744605j;HJN1;30;kW;380;57.7;50;4;1470;6312;6312;200L;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000412;STROMBERG;2041MP2;HXUR;11;kW;380;21.9;50;6;960;6309;6307;160;;3;;;55;F;S1 ;Delta;Available;;;;;;;;Internal;Horizontal
EMO000085;TECO;P9723112;AEEBKA;22;kW;380;46.9;50;6;970;6312;6212;200;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000193;ABB;;qu;4;kW;380;8.9;50;4;1430;;;112;;3;;;55;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000368;TECO;9j60020;AEEBAC;11;kW;380;23.7;50;6;965;6309;6307;160L;;3;;;55;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000370;ABB;3180321-5368;HXR;55;kW;380;107;50;4;1475;6315;6313;250M;;3;0.84;;55;F;;Delta;Available;;;;349;406;250;;Internal;Horizontal
EMO000372;ABB;3300840;M2BA;75;kW;380;140;50;4;1481;6316;6316;280S;;3;0.87;;55;F;;Delta;Available;;;;368;457;280;;Internal;Horizontal
EMO000498;YASKAWA;175;FELF-5;11;kW;380;22;50;4;1455;;;;;3;;;;;;;Not Available;;;;;;;;Internal;Vertical
EMO000376;TECO;C 065669-1;AEJH-VB001;250;kW;3000;62.9;50;8;740;NU330;6322;400AC;;3;;;55;F;;;Available;;;;;;;;Internal;Horizontal
EMO000377;ABB;  00 664;HXA;4;kW;380;8.7;50;4;1425;6307;6206;112M;;3;0.83;;55;F;;;Not Available;;;;140;190;112;;Internal;Horizontal
EMO000378;ABB;00 665;HXA;4;kW;380;8.7;50;4;1425;6307;6206;112M;;3;0.83;;55;F;;;Not Available;;;;140;190;112;;Internal;Horizontal
EMO000380;ABB;  00 667;HXA;4;kW;380;8.7;50;4;1425;6307;6206;112M;;3;0.83;;55;F;;;Not Available;;;;140;190;112;;Internal;Horizontal
EMO000381;ABB;  00 668;HXA;4;kW;380;8.7;50;4;1425;6307;6206;112M;;3;0.83;;55;F;;;Not Available;;;;140;190;112;;Internal;Horizontal
EMO002850;ABB;00 215;MBT;37;kW;380;74;50;4;1475;6214;6214;225S;;3;;;55;F;;;Available;;;;286/311;356;225;;Internal;Horizontal
EMO000383;ABB;3344509;M2BA;200;kW;380;370;50;6;991;6322;6319;355;100;3;0.86;;55;F;;Delta;Available;;;;;;;;Internal;Vertical
EMO000384;ABB;;M2BA;45;kW;380;86;50;4;1475;6313;6313;225S;;3;;;55;F;;;Available;;;;;;;;Internal;Horizontal
EMO004242;MARATHON;AK1519650i J;HJN1;45;kW;380;85.8;50;6;985;nu317;6317;;;3;0.86;;55;F;;Delta;Available;;;;;;;;Internal;
EMO000051;ABB;;QU112M4AT;4;kW;380;8.95;50;4;1430;6205;6205;112M;;3;;;55;F;;;Not Available;;;;;;;;Internal;Horizontal
EMO004243;MARATHON;AK15196601 J;HJN1;55;kW;380;103;50;4;1480;;;;;3;0.87;;;;;;;;;;;;;;;
EMO000391;ABB;3180224 - 5887;HXR;55;kW;380;112;50;8;740;6319;6316;;;3;0.81;;55;F;S1;Delta;;;;;;;;;Internal;Vertical
EMO000392;ABB;31833561 - 7915 RM;HXR;37;kW;380;71;50;6;984;6315;6313;;;3;0.85;;55;F;S1;Delta;Available;;;;;;;;Internal;Vertical
EMO000393;ABB;318440 - 5988 RM;HXR;30;kW;380;61;50;6;985;6313;6312;;;3;;;55;F;S1;Delta;Available;;;;;;;;Internal;Vertical
EMO000400;TECO;9K50001;AEEBAC;15;kW ;380;31.5;50;6;965;6311;6310;180L;;3;;;55;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000402;ABB;9K60017;AEEBAC;15;kW;380;15;50;6;960;6311;6310;180;;3;;;50;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000404;ABB;MK171005;MBT;15;kW;380;30;50;4;1470;--;--;160;;3;0.79;;50;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000726;ABB;;MBT;15;kW;380;30;50;4;1470;--;--;160;;3;0.83;;50;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000408;ABB;MK171008AD;MBT;30;kW ;380;61;50;4;1475;;;200L;;3;;;55;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000409;HUADA;5866103011;Y2;22;kW ;380;42;50;4;1470;;;180L;;3;0.85;;55;F;;Delta;;;;;;;;;Internal;Horizontal
EMO000485;ABB;;MBT;15;kW;380;30;50;4;1460;6209;6209;160L;;3;;;55;F;;Delta;Not Available;;;;210/254;254;160;;Internal;Horizontal
EMO000413;ABB;MK171011;MBT;55;kW;380;108;50;4;1480;--;--;225S;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000731;TATUNG;1540608;FBFC;11;kW;380;22;50;4;1445;;;160M;42;3;;;55;F;;;Not Available;;;;210;254;160;;Internal;Horizontal
EMO000416;ABB;MK 17 1008- AD;MBT;30;kW;380;61;50;4;1475;6213;6211;200LA;55;3;;;55;F;;Delta;Not Available;;;;305;318;200;;Internal;Horizontal
EMO000417;ABB;MK 17 1009- AD;MBT;37;kW;380;74;50;4;1480;6214;6214;225SM;60;3;;;55;F;;Delta;Available;;;;286/311;356;225;;Internal;Horizontal
EMO003417;CGE;3369975;C132M;7.5;kW;380;15;50;4;1470;;;132M;;3;;;55;F;;Delta;Not Available;;;;178;216;132;;Internal;Horizontal
EMO001684;ABB;;MBT;45;kW;380;86;50;4;1473;--;--;225;;3;;;55;F;S1;Delta;Available;;;;;;;;Internal;Horizontal
EMO004978;ASEA;406-B012;M 200 L;30;kW;380;61;50;4;1470;--;--;200L;;3;;;55;F;S1 ;Delta;Available;;;;;;;;Internal;Horizontal
EMO003478;SIEMENS;647161;IGH9174;30;kW;400;76;50;4;1475;NU 311;6309;200L;;3;;;;B;S1;;Available;;;;;;;;;Horizontal
EMO000423;ABB;MK171006;MBT;18.5;kW;380;39;50;4;1475;--;--;180;;3;0.79;;55;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000755;ABB;7864201;MBV 280S;75;kW;380;145;50;4;1481;;;280S;;3;;;55;F;;Delta;Available;;;;;;;;;
EMO000430;ABB;4439VM;HXA;7.5;kW;380;16.3;50;4;1440;;;132SMD;38;3;;;55;F;;Delta;Not Available;;;;;;;;Internal;Vertical
EMO000429;CGE;902468;K;7.5;HP;380;12.6;50;4;1465;;;160;;3;;;;;;Delta;Not Available;;;;210;254;160;;Internal;Horizontal
EMO002130;STROMBERG;;HXUR ;7.5;kW;380;12;50;4;1440;6308;6307;132;38;3;;;;;S1;;Not Available;;;;;;;;Internal;Vertical
EMO003129;SEW;00 148;SSG2WD71C4;0.55;kW;380;1.1;50;4;1460;;;;;3;;;;;;;Not Available;;;;;;;;Internal;Vertical
EMO001676;STROMBERG;;HXUR ;7.5;kW;380;12;50;4;1440;6308;6307;132;38;3;;;;;S1;;Not Available;;;;;;;;Internal;Vertical
EMO000997;ABB;00 266;MBT;15;kW;380;30;50;4;1460;6209;6209;160L;42;3;;;55;F;;Delta;Not Available;;;;210/254;254;160;;Internal;Horizontal
EMO001616;ABB;;M3BP;30;kW;380;58;50;4;1475;;;200ML;55;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000341;TECO;;AEEB;15;kW;380;30;50;4;1450;6309;6307;160L;;3;;;55;F;;;Not Available;;;;;;;;Internal;Horizontal
EMO002140;TECO;MN301187;AEEBAC;55;kW;380;105;50;4;1470;NU216;6213;250SC;70;3;;;55;F;;Delta;Available;;;;311;406;250;;Internal;Horizontal
EMO000758;ASEA;00 500;M200L;30;kW;380;59;50;4;1460;6312;6310;200ML;55;3;;;;;;;;;;;;;200;;Internal;Horizontal
EMO000103;ABB;00 673;MBT;15;kW;380;30;50;4;1460;6209;6209;160L;42;3;;;55;F;;Delta;Not Available;;;;210/254;254;160;;Internal;Horizontal
EMO000411;ABB; 00 236;MBT;15;kW;380;30;50;4;1460;6209;6209;160L;;3;;;55;F;;;Not Available;;;;;;;;Internal;Horizontal
EMO000523;ABB; 00 353;MBT;22;kW;380;44;50;4;1475;6211;6210;;;3;;;55;F;;Delta;Not Available;;;;;;180L;;Internal;Horizontal
EMO001666;TECO;6507420080;AEEBKB;22;kW;380;44.3;50;4;1455;6311;6310;180L;48;3;;;55;F;;Delta;Not Available;;;;279;279;180;;Internal;Horizontal
EMO001814;TECO;;AEEF;3.7;kW;380;9;50;8;710;6309;6307;;;3;;;55;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO002169;TECO;;AEEBKB;15;kW;380;30.7;50;6;965;6311;6310;180L;;3;;;54;F;S1;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000747;TECO;9560035;AEEBK;11;kW;380;23.7;50;6;980;6311;6310;160L;;3;;;55;F;S1;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO003914;ABB;;MBT;7.5;kW;380;16;50;4;1400;6208;6206;132M;;3;;;55;F;;;Not Available;;;;;;;;Internal;Horizontal
EMO002709;TECO;9K60017;AEEBAC;15;kW;380;31.9;50;6;960;6311;6310;180L;;3;;;55;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO003148;TEC0;P9540403;AEEBPA;75;kW;380;140;50;4;1475;NU216;6213;250M;70;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO002119;TECO;;AEEB;22;kW;380;45.9;50;6;965;;;200L;55;3;;;55;F;;Start;Available;;;;305;318;200;;Internal;Horizontal
EMO000036;ABB;;M3BP;132;kW;380;242;50;4;1486;6319;6316;315;;3;0.87;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000486;TECO;H210854051;AEEBKB;30;kW;380;57;50;4;1460;6312;6212;200L;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000414;TEC0;P9543281;AEEBPA;22;kW;380;44.9;50;4;1460;6311;6310;180L;;3;;;55;F;S1;Delta;Available;;;;241/279;279;180;;Internal;Horizontal
EMO000502;TECO;D2B126-3;AEAT;500;kW;3000;114;50;4;1480;NU220;6320;430A;;3;;;55;F;;;Available;;;;;;;;Internal;Horizontal
EMO000513;GE;7B8359991;K;600;HP;3000;120;50;12;490;;;;;3;;;;;;;Available;;;;;;;;External;Horizontal
EMO004255;Marathon;IK15197201j;HJN1;45;kW;380;85.8;50;6;985;6317;6317;280S;;3;0.86;;55;F;S1;Delta;Available;;;;368;457;280;;Internal;Horizontal
EMO003799;ABB;3301269;M2BA;75;kW;380;146;50;8;739;;;315SM;80;3;0.83;;55;F;S1;Delta;Available;;;;419/457;508;315;;Internal;Horizontal
EMO000516;ABB;3193559-0370SM;HXR;110;kW;380;216;50;8;740;6319;6316;315L;;3;0.82;;55;F;;Delta;Available;;;;;;;;Internal;Vertical
EMO004249;Marathon;IK15196901 j;HJN1;55;kW;380;113;50;8;740;NU319;6319;315S;;3;0.81;91.0;55;F;S1;Delta;Available;;;;;;;;Internal;Horizontal
EMO003656;TECO;9106809003;AEEBKB;75;kW;380;145;50;8;727;NU320;6316;315SC;;3;;;55;F;;Delta;Available;;;;419;508;315;;Internal;Horizontal
EMO004248;MARATHON;AK-15196804;HJN1;22;kW;380;42.4;50;4;1450;;;180L;;3;;;55;F;S1;Delta;Available;;;;279;279;180;;Internal;Horizontal
EMO003664;HUADA;;Y2;75;kW;380;152;50;8;740;;;315M;;3;0.82;;55;F;S1;Delta;Available;;;;;;315;;Internal;Horizontal
EMO000094;ABB;;MBT;22;kW;380;43;50;4;1460;;;180L;0.83;3;0.85;;;;;Delta;Not Available;;;;;;180;;Internal;Horizontal
EMO000529;TECO;P9543282;AEEBPA;22;kW;380;44.3;50;4;1455;6311;6310;180L;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO002697;ABB;;M2AA;75;kW;380;139;50;4;1470;6315;6213;250;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO002710;TECO;;AEEBPA;75;kW;380;142;50;4;1475;NU216;6213;250M;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000535;ABB;MK171007;MBT;22;kW;380;44;50;4;1475;--;--;180L;;3;0.84;;55;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000285;ROTOR-ni;7904779;XF200L;30;kW;380;59;50;4;1465;;;200L;;3;;;;;;;Available;;;;;;;;Internal;Horizontal
EMO005630;SIEMENS;LMH-2208/800028610777/005;1LE0003-2DB03-3AA4;75;kW;380;139;50;4;1482;6317;6317;;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000544;MEZ PRENSTAT;2351804;F160L;15;kW;380;30;50;4;1455;;;160L;;3;;;;;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000080;Rotorni;;XF;22;kW;380;44.9;50;6;970;--;--;200;;3;;;54;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO003577;ASEA;;M225M6;30;kW;380;60;50;6;970;;;225MC;;3;0.83;;;E;;Delta;Available;;;;;;;;Internal;Horizontal
EMO002980;SEW;;R80V;0.55;kW;380;1.1;50;4;1400;;;80V;;3;;;;;;;Not Available;;;;;;;;Internal;Vertical
EMO003317;TECO;004 E 010;AEVBAC;37;kW;380;70.9;50;4;1465;;;225SM;;3;;;;F;;Delta;;;;;;;;;Internal;Vertical
EMO003308;TECO;;AEEB;10;HP;380;;50;6;965;;;;;3;;;;;;;;;;;;;;;Internal;Horizontal
EMO003103;TECO;1579000576274;;;;NAME PLATE  HILANG;;50;;;;;;;3;;;;;;;;;;;;;;;;
EMO003993;MARATHON;AK 15192201 j;HJN1;15;kW;380;30;50;4;1455;;;160L;42;3;0.85;;;F;S1;Delta;Available;;;;254;254;160;;Internal;Horizontal
EMO003441;ELECTROMO;131474;YX3-200L-4;30;kW;380;58;50;4;1480;;;200L;55;3;0.91;;;;;;;;;;305;318;200;;Internal;Horizontal
EMO000556;joddar;;C200L;30;kW;380;58;50;4;1465;;;200L;55;3;0.91;;;;;;;;;;305;318;200;;Internal;Horizontal
EMO000515;TECO;036145;AEEBVB;110;kW;380;210;50;6;615;NU320;6316;315;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000775;ABB;32329066265;M2BA;110;kW;380;200;50;4;1486;6319;6316;315;;3;0.85;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO001061;TECO;7507300017;AEEBKB;45;kW;380;93;50;4;1465;6313;6213;225MC;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO001586;ABB;3232949;M2BA;200;kW;380;366;50;4;1485;6319;6319;315ML;;3;0.87;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO002104;ABB;MK171007;MBT;22;kW;380;44;50;4;1475;--;--;180L;;3;;;55;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO000971;TECO;P9527375;AEEBPA;55;kW;380;105;50;4;1470;NU216;6213;250SC;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO004029;MARATHON;AK 151947011;HJN1;30;kW;380;57.4;50;4;1475;;;200L;;3;;;55;F;;Delta;Not Available;;;;305;318;200;;Internal;Horizontal
EMO003890;ABB;;M3AA;75;kW;380;142;50;4;1475;6315;6313;250M;;3;0.85;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000613;ABB;;;11;kW;380;23;50;4;1455;6309;6307;160M;;3;;;55;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000403;TECO;OK6H011;AEEBAC;15;kW;380;31.9;50;6;965;6311;6310;180L;;3;;;54;F;;Delta;Not Available;;;;;;;;Internal;Horizontal
EMO002081;TECO;MN301184;AEEBAC;55;kW;380;105;50;4;1470;NU216;6213;250SC;;3;;;54;F;;Delta;Available;;;;;;;;Internal;Horizontal
EMO000524;ABB;MK271013-AB;MBV;75;kW;380;145;50;4;1480;--;--;280SC;;3;0.85;;55;F;S1;Delta;Available;;;;;;;;Internal;Horizontal
EMO003141;HWADA;IE020460103 j;Y2;250;kW;3000;60.7;50;4;1485;6322;6322;;;3;0.84;;55;F;S1;;Available;;;;;;;;Internal;
EMO003155;RELIANCE;01UBZ54526;P;22;kW;380;46.5;50;4;1470;;;180L;48;3;;;;F;;;Available;;;;241/279;279;180;;Internal;Horizontal
EMO002090;ASBEN;;;22;kW;380;40;50;4;1450;;;180L ;48;3;;;55;F;S1;Delta;Available;;;;279;279;180;;Internal;Horizontal
EMO000484;ABB;;QU;7.5;kW;380;16;50;4;1440;;;132M;38;3;;;55;F;;;Not Available;;;;178;216;132;;Internal;Horizontal
EMO003604;MASTER ;642058 -KM;PB;1.5/2.2;kW;380;3.5/ 5.1;50;4/16;1460 /230;;;;;3;0.86;;;;;;Not Available;;;;;;;;External;Vertical
EMO004260;MARATHON;AK 15197607;HJN1;75;kW;380;141;50;6;985;NU319;6319;315S;;3;;;55;F;S1;Delta;Available;;;;;;315;;Internal;Horizontal
